,datetime,mjd,UV,year,month,day,hour,minute,date
0,2012-01-01T10:00:00.000,55927.416666666664,0.03,2012,1,1,10,0,2012-01-01
1,2012-01-01T11:00:00.000,55927.458333333336,0.56,2012,1,1,11,0,2012-01-01
2,2012-01-01T12:00:00.000,55927.5,2.32,2012,1,1,12,0,2012-01-01
3,2012-01-01T13:00:00.000,55927.541666666664,5.58,2012,1,1,13,0,2012-01-01
4,2012-01-01T14:00:00.000,55927.583333333336,9.54,2012,1,1,14,0,2012-01-01
5,2012-01-01T15:00:00.000,55927.625,13.08,2012,1,1,15,0,2012-01-01
6,2012-01-01T16:00:00.000,55927.666666666664,15.24,2012,1,1,16,0,2012-01-01
7,2012-01-01T17:00:00.000,55927.708333333336,15.45,2012,1,1,17,0,2012-01-01
8,2012-01-01T18:00:00.000,55927.75,14.07,2012,1,1,18,0,2012-01-01
9,2012-01-01T19:00:00.000,55927.791666666664,11.52,2012,1,1,19,0,2012-01-01
10,2012-01-01T20:00:00.000,55927.833333333336,7.85,2012,1,1,20,0,2012-01-01
11,2012-01-01T21:00:00.000,55927.875,2.8,2012,1,1,21,0,2012-01-01
12,2012-01-01T22:00:00.000,55927.916666666664,1.03,2012,1,1,22,0,2012-01-01
13,2012-01-01T23:00:00.000,55927.958333333336,0.22,2012,1,1,23,0,2012-01-01
14,2012-01-02T10:00:00.000,55928.416666666664,0.03,2012,1,2,10,0,2012-01-02
15,2012-01-02T11:00:00.000,55928.458333333336,0.55,2012,1,2,11,0,2012-01-02
16,2012-01-02T12:00:00.000,55928.5,2.32,2012,1,2,12,0,2012-01-02
17,2012-01-02T13:00:00.000,55928.541666666664,5.62,2012,1,2,13,0,2012-01-02
18,2012-01-02T14:00:00.000,55928.583333333336,9.57,2012,1,2,14,0,2012-01-02
19,2012-01-02T15:00:00.000,55928.625,13.16,2012,1,2,15,0,2012-01-02
20,2012-01-02T16:00:00.000,55928.666666666664,15.38,2012,1,2,16,0,2012-01-02
21,2012-01-02T17:00:00.000,55928.708333333336,15.4,2012,1,2,17,0,2012-01-02
22,2012-01-02T18:00:00.000,55928.75,14.12,2012,1,2,18,0,2012-01-02
23,2012-01-02T19:00:00.000,55928.791666666664,11.22,2012,1,2,19,0,2012-01-02
24,2012-01-02T20:00:00.000,55928.833333333336,7.42,2012,1,2,20,0,2012-01-02
25,2012-01-02T21:00:00.000,55928.875,3.95,2012,1,2,21,0,2012-01-02
26,2012-01-02T22:00:00.000,55928.916666666664,1.41,2012,1,2,22,0,2012-01-02
27,2012-01-02T23:00:00.000,55928.958333333336,0.24,2012,1,2,23,0,2012-01-02
28,2012-01-03T10:00:00.000,55929.416666666664,0.03,2012,1,3,10,0,2012-01-03
29,2012-01-03T11:00:00.000,55929.458333333336,0.57,2012,1,3,11,0,2012-01-03
30,2012-01-03T12:00:00.000,55929.5,2.44,2012,1,3,12,0,2012-01-03
31,2012-01-03T13:00:00.000,55929.541666666664,5.81,2012,1,3,13,0,2012-01-03
32,2012-01-03T14:00:00.000,55929.583333333336,9.99,2012,1,3,14,0,2012-01-03
33,2012-01-03T15:00:00.000,55929.625,13.57,2012,1,3,15,0,2012-01-03
34,2012-01-03T16:00:00.000,55929.666666666664,15.61,2012,1,3,16,0,2012-01-03
35,2012-01-03T17:00:00.000,55929.708333333336,15.76,2012,1,3,17,0,2012-01-03
36,2012-01-03T18:00:00.000,55929.75,14.46,2012,1,3,18,0,2012-01-03
37,2012-01-03T19:00:00.000,55929.791666666664,11.64,2012,1,3,19,0,2012-01-03
38,2012-01-03T20:00:00.000,55929.833333333336,7.71,2012,1,3,20,0,2012-01-03
39,2012-01-03T21:00:00.000,55929.875,3.89,2012,1,3,21,0,2012-01-03
40,2012-01-03T22:00:00.000,55929.916666666664,1.42,2012,1,3,22,0,2012-01-03
41,2012-01-03T23:00:00.000,55929.958333333336,0.21,2012,1,3,23,0,2012-01-03
42,2012-01-04T10:00:00.000,55930.416666666664,0.03,2012,1,4,10,0,2012-01-04
43,2012-01-04T11:00:00.000,55930.458333333336,0.53,2012,1,4,11,0,2012-01-04
44,2012-01-04T12:00:00.000,55930.5,2.28,2012,1,4,12,0,2012-01-04
45,2012-01-04T13:00:00.000,55930.541666666664,5.38,2012,1,4,13,0,2012-01-04
46,2012-01-04T14:00:00.000,55930.583333333336,9.29,2012,1,4,14,0,2012-01-04
47,2012-01-04T15:00:00.000,55930.625,12.73,2012,1,4,15,0,2012-01-04
48,2012-01-04T16:00:00.000,55930.666666666664,14.58,2012,1,4,16,0,2012-01-04
49,2012-01-04T17:00:00.000,55930.708333333336,14.78,2012,1,4,17,0,2012-01-04
50,2012-01-04T18:00:00.000,55930.75,13.4,2012,1,4,18,0,2012-01-04
51,2012-01-04T19:00:00.000,55930.791666666664,10.92,2012,1,4,19,0,2012-01-04
52,2012-01-04T20:00:00.000,55930.833333333336,7.18,2012,1,4,20,0,2012-01-04
53,2012-01-04T21:00:00.000,55930.875,3.76,2012,1,4,21,0,2012-01-04
54,2012-01-04T22:00:00.000,55930.916666666664,1.36,2012,1,4,22,0,2012-01-04
55,2012-01-04T23:00:00.000,55930.958333333336,0.24,2012,1,4,23,0,2012-01-04
56,2012-01-05T10:00:00.000,55931.416666666664,0.03,2012,1,5,10,0,2012-01-05
57,2012-01-05T11:00:00.000,55931.458333333336,0.5,2012,1,5,11,0,2012-01-05
58,2012-01-05T12:00:00.000,55931.5,2.17,2012,1,5,12,0,2012-01-05
59,2012-01-05T13:00:00.000,55931.541666666664,5.24,2012,1,5,13,0,2012-01-05
60,2012-01-05T14:00:00.000,55931.583333333336,9.03,2012,1,5,14,0,2012-01-05
61,2012-01-05T15:00:00.000,55931.625,11.8,2012,1,5,15,0,2012-01-05
62,2012-01-05T16:00:00.000,55931.666666666664,15.38,2012,1,5,16,0,2012-01-05
63,2012-01-05T17:00:00.000,55931.708333333336,7.96,2012,1,5,17,0,2012-01-05
64,2012-01-05T18:00:00.000,55931.75,5.86,2012,1,5,18,0,2012-01-05
65,2012-01-05T19:00:00.000,55931.791666666664,7.41,2012,1,5,19,0,2012-01-05
66,2012-01-05T20:00:00.000,55931.833333333336,2.16,2012,1,5,20,0,2012-01-05
67,2012-01-05T21:00:00.000,55931.875,1.29,2012,1,5,21,0,2012-01-05
68,2012-01-05T22:00:00.000,55931.916666666664,0.04,2012,1,5,22,0,2012-01-05
69,2012-01-05T23:00:00.000,55931.958333333336,0.0,2012,1,5,23,0,2012-01-05
70,2012-01-06T10:00:00.000,55932.416666666664,0.02,2012,1,6,10,0,2012-01-06
71,2012-01-06T11:00:00.000,55932.458333333336,0.38,2012,1,6,11,0,2012-01-06
72,2012-01-06T12:00:00.000,55932.5,0.92,2012,1,6,12,0,2012-01-06
73,2012-01-06T13:00:00.000,55932.541666666664,2.39,2012,1,6,13,0,2012-01-06
74,2012-01-06T14:00:00.000,55932.583333333336,4.76,2012,1,6,14,0,2012-01-06
75,2012-01-06T15:00:00.000,55932.625,7.58,2012,1,6,15,0,2012-01-06
76,2012-01-06T16:00:00.000,55932.666666666664,15.82,2012,1,6,16,0,2012-01-06
77,2012-01-06T17:00:00.000,55932.708333333336,15.97,2012,1,6,17,0,2012-01-06
78,2012-01-06T18:00:00.000,55932.75,11.74,2012,1,6,18,0,2012-01-06
79,2012-01-06T19:00:00.000,55932.791666666664,5.82,2012,1,6,19,0,2012-01-06
80,2012-01-06T20:00:00.000,55932.833333333336,1.75,2012,1,6,20,0,2012-01-06
81,2012-01-06T21:00:00.000,55932.875,2.12,2012,1,6,21,0,2012-01-06
82,2012-01-06T22:00:00.000,55932.916666666664,0.68,2012,1,6,22,0,2012-01-06
83,2012-01-06T23:00:00.000,55932.958333333336,0.09,2012,1,6,23,0,2012-01-06
84,2012-01-07T10:00:00.000,55933.416666666664,0.02,2012,1,7,10,0,2012-01-07
85,2012-01-07T11:00:00.000,55933.458333333336,0.49,2012,1,7,11,0,2012-01-07
86,2012-01-07T12:00:00.000,55933.5,2.19,2012,1,7,12,0,2012-01-07
87,2012-01-07T13:00:00.000,55933.541666666664,5.37,2012,1,7,13,0,2012-01-07
88,2012-01-07T14:00:00.000,55933.583333333336,9.29,2012,1,7,14,0,2012-01-07
89,2012-01-07T15:00:00.000,55933.625,12.87,2012,1,7,15,0,2012-01-07
90,2012-01-07T16:00:00.000,55933.666666666664,15.46,2012,1,7,16,0,2012-01-07
91,2012-01-07T17:00:00.000,55933.708333333336,15.9,2012,1,7,17,0,2012-01-07
92,2012-01-07T18:00:00.000,55933.75,14.47,2012,1,7,18,0,2012-01-07
93,2012-01-07T19:00:00.000,55933.791666666664,10.96,2012,1,7,19,0,2012-01-07
94,2012-01-07T20:00:00.000,55933.833333333336,7.27,2012,1,7,20,0,2012-01-07
95,2012-01-07T21:00:00.000,55933.875,3.56,2012,1,7,21,0,2012-01-07
96,2012-01-07T22:00:00.000,55933.916666666664,1.43,2012,1,7,22,0,2012-01-07
97,2012-01-07T23:00:00.000,55933.958333333336,0.23,2012,1,7,23,0,2012-01-07
98,2012-01-08T10:00:00.000,55934.416666666664,0.02,2012,1,8,10,0,2012-01-08
99,2012-01-08T11:00:00.000,55934.458333333336,0.48,2012,1,8,11,0,2012-01-08
100,2012-01-08T12:00:00.000,55934.5,2.16,2012,1,8,12,0,2012-01-08
101,2012-01-08T13:00:00.000,55934.541666666664,5.33,2012,1,8,13,0,2012-01-08
102,2012-01-08T14:00:00.000,55934.583333333336,9.36,2012,1,8,14,0,2012-01-08
103,2012-01-08T15:00:00.000,55934.625,13.16,2012,1,8,15,0,2012-01-08
104,2012-01-08T16:00:00.000,55934.666666666664,15.57,2012,1,8,16,0,2012-01-08
105,2012-01-08T17:00:00.000,55934.708333333336,16.03,2012,1,8,17,0,2012-01-08
106,2012-01-08T18:00:00.000,55934.75,14.45,2012,1,8,18,0,2012-01-08
107,2012-01-08T19:00:00.000,55934.791666666664,10.44,2012,1,8,19,0,2012-01-08
108,2012-01-08T20:00:00.000,55934.833333333336,7.59,2012,1,8,20,0,2012-01-08
109,2012-01-08T21:00:00.000,55934.875,3.98,2012,1,8,21,0,2012-01-08
110,2012-01-08T22:00:00.000,55934.916666666664,1.41,2012,1,8,22,0,2012-01-08
111,2012-01-08T23:00:00.000,55934.958333333336,0.24,2012,1,8,23,0,2012-01-08
112,2012-01-09T10:00:00.000,55935.416666666664,0.02,2012,1,9,10,0,2012-01-09
113,2012-01-09T11:00:00.000,55935.458333333336,0.46,2012,1,9,11,0,2012-01-09
114,2012-01-09T12:00:00.000,55935.5,1.78,2012,1,9,12,0,2012-01-09
115,2012-01-09T13:00:00.000,55935.541666666664,4.7,2012,1,9,13,0,2012-01-09
116,2012-01-09T14:00:00.000,55935.583333333336,9.26,2012,1,9,14,0,2012-01-09
117,2012-01-09T15:00:00.000,55935.625,13.3,2012,1,9,15,0,2012-01-09
118,2012-01-09T16:00:00.000,55935.666666666664,15.41,2012,1,9,16,0,2012-01-09
119,2012-01-09T17:00:00.000,55935.708333333336,17.21,2012,1,9,17,0,2012-01-09
120,2012-01-09T18:00:00.000,55935.75,4.35,2012,1,9,18,0,2012-01-09
121,2012-01-09T19:00:00.000,55935.791666666664,7.66,2012,1,9,19,0,2012-01-09
122,2012-01-09T20:00:00.000,55935.833333333336,3.89,2012,1,9,20,0,2012-01-09
123,2012-01-09T21:00:00.000,55935.875,2.67,2012,1,9,21,0,2012-01-09
124,2012-01-09T22:00:00.000,55935.916666666664,0.87,2012,1,9,22,0,2012-01-09
125,2012-01-09T23:00:00.000,55935.958333333336,0.21,2012,1,9,23,0,2012-01-09
126,2012-01-10T10:00:00.000,55936.416666666664,0.02,2012,1,10,10,0,2012-01-10
127,2012-01-10T11:00:00.000,55936.458333333336,0.44,2012,1,10,11,0,2012-01-10
128,2012-01-10T12:00:00.000,55936.5,2.02,2012,1,10,12,0,2012-01-10
129,2012-01-10T13:00:00.000,55936.541666666664,5.14,2012,1,10,13,0,2012-01-10
130,2012-01-10T14:00:00.000,55936.583333333336,9.16,2012,1,10,14,0,2012-01-10
131,2012-01-10T15:00:00.000,55936.625,12.94,2012,1,10,15,0,2012-01-10
132,2012-01-10T16:00:00.000,55936.666666666664,15.39,2012,1,10,16,0,2012-01-10
133,2012-01-10T17:00:00.000,55936.708333333336,16.34,2012,1,10,17,0,2012-01-10
134,2012-01-10T18:00:00.000,55936.75,4.47,2012,1,10,18,0,2012-01-10
135,2012-01-10T19:00:00.000,55936.791666666664,0.76,2012,1,10,19,0,2012-01-10
136,2012-01-10T20:00:00.000,55936.833333333336,1.4,2012,1,10,20,0,2012-01-10
137,2012-01-10T21:00:00.000,55936.875,2.1,2012,1,10,21,0,2012-01-10
138,2012-01-10T22:00:00.000,55936.916666666664,0.51,2012,1,10,22,0,2012-01-10
139,2012-01-10T23:00:00.000,55936.958333333336,0.08,2012,1,10,23,0,2012-01-10
140,2012-01-11T10:00:00.000,55937.416666666664,0.02,2012,1,11,10,0,2012-01-11
141,2012-01-11T11:00:00.000,55937.458333333336,0.44,2012,1,11,11,0,2012-01-11
142,2012-01-11T12:00:00.000,55937.5,2.05,2012,1,11,12,0,2012-01-11
143,2012-01-11T13:00:00.000,55937.541666666664,5.17,2012,1,11,13,0,2012-01-11
144,2012-01-11T14:00:00.000,55937.583333333336,9.13,2012,1,11,14,0,2012-01-11
145,2012-01-11T15:00:00.000,55937.625,12.69,2012,1,11,15,0,2012-01-11
146,2012-01-11T16:00:00.000,55937.666666666664,15.02,2012,1,11,16,0,2012-01-11
147,2012-01-11T17:00:00.000,55937.708333333336,14.08,2012,1,11,17,0,2012-01-11
148,2012-01-11T18:00:00.000,55937.75,13.55,2012,1,11,18,0,2012-01-11
149,2012-01-11T19:00:00.000,55937.791666666664,9.55,2012,1,11,19,0,2012-01-11
150,2012-01-11T20:00:00.000,55937.833333333336,7.46,2012,1,11,20,0,2012-01-11
151,2012-01-11T21:00:00.000,55937.875,2.55,2012,1,11,21,0,2012-01-11
152,2012-01-11T22:00:00.000,55937.916666666664,1.36,2012,1,11,22,0,2012-01-11
153,2012-01-11T23:00:00.000,55937.958333333336,0.22,2012,1,11,23,0,2012-01-11
154,2012-01-12T10:00:00.000,55938.416666666664,0.02,2012,1,12,10,0,2012-01-12
155,2012-01-12T11:00:00.000,55938.458333333336,0.44,2012,1,12,11,0,2012-01-12
156,2012-01-12T12:00:00.000,55938.5,2.07,2012,1,12,12,0,2012-01-12
157,2012-01-12T13:00:00.000,55938.541666666664,5.22,2012,1,12,13,0,2012-01-12
158,2012-01-12T14:00:00.000,55938.583333333336,9.24,2012,1,12,14,0,2012-01-12
159,2012-01-12T15:00:00.000,55938.625,12.91,2012,1,12,15,0,2012-01-12
160,2012-01-12T16:00:00.000,55938.666666666664,15.38,2012,1,12,16,0,2012-01-12
161,2012-01-12T17:00:00.000,55938.708333333336,15.88,2012,1,12,17,0,2012-01-12
162,2012-01-12T18:00:00.000,55938.75,14.49,2012,1,12,18,0,2012-01-12
163,2012-01-12T19:00:00.000,55938.791666666664,11.21,2012,1,12,19,0,2012-01-12
164,2012-01-12T20:00:00.000,55938.833333333336,7.31,2012,1,12,20,0,2012-01-12
165,2012-01-12T21:00:00.000,55938.875,3.71,2012,1,12,21,0,2012-01-12
166,2012-01-12T22:00:00.000,55938.916666666664,1.31,2012,1,12,22,0,2012-01-12
167,2012-01-12T23:00:00.000,55938.958333333336,0.24,2012,1,12,23,0,2012-01-12
168,2012-01-13T10:00:00.000,55939.416666666664,0.01,2012,1,13,10,0,2012-01-13
169,2012-01-13T11:00:00.000,55939.458333333336,0.42,2012,1,13,11,0,2012-01-13
170,2012-01-13T12:00:00.000,55939.5,2.01,2012,1,13,12,0,2012-01-13
171,2012-01-13T13:00:00.000,55939.541666666664,5.1,2012,1,13,13,0,2012-01-13
172,2012-01-13T14:00:00.000,55939.583333333336,9.16,2012,1,13,14,0,2012-01-13
173,2012-01-13T15:00:00.000,55939.625,12.76,2012,1,13,15,0,2012-01-13
174,2012-01-13T16:00:00.000,55939.666666666664,15.13,2012,1,13,16,0,2012-01-13
175,2012-01-13T17:00:00.000,55939.708333333336,15.67,2012,1,13,17,0,2012-01-13
176,2012-01-13T18:00:00.000,55939.75,14.35,2012,1,13,18,0,2012-01-13
177,2012-01-13T19:00:00.000,55939.791666666664,11.25,2012,1,13,19,0,2012-01-13
178,2012-01-13T20:00:00.000,55939.833333333336,7.57,2012,1,13,20,0,2012-01-13
179,2012-01-13T21:00:00.000,55939.875,4.0,2012,1,13,21,0,2012-01-13
180,2012-01-13T22:00:00.000,55939.916666666664,1.52,2012,1,13,22,0,2012-01-13
181,2012-01-13T23:00:00.000,55939.958333333336,0.13,2012,1,13,23,0,2012-01-13
182,2012-01-14T10:00:00.000,55940.416666666664,0.01,2012,1,14,10,0,2012-01-14
183,2012-01-14T11:00:00.000,55940.458333333336,0.39,2012,1,14,11,0,2012-01-14
184,2012-01-14T12:00:00.000,55940.5,1.84,2012,1,14,12,0,2012-01-14
185,2012-01-14T13:00:00.000,55940.541666666664,4.77,2012,1,14,13,0,2012-01-14
186,2012-01-14T14:00:00.000,55940.583333333336,8.67,2012,1,14,14,0,2012-01-14
187,2012-01-14T15:00:00.000,55940.625,7.26,2012,1,14,15,0,2012-01-14
188,2012-01-14T16:00:00.000,55940.666666666664,7.93,2012,1,14,16,0,2012-01-14
189,2012-01-14T17:00:00.000,55940.708333333336,3.31,2012,1,14,17,0,2012-01-14
190,2012-01-14T18:00:00.000,55940.75,2.09,2012,1,14,18,0,2012-01-14
191,2012-01-14T19:00:00.000,55940.791666666664,6.28,2012,1,14,19,0,2012-01-14
192,2012-01-14T20:00:00.000,55940.833333333336,1.73,2012,1,14,20,0,2012-01-14
193,2012-01-14T21:00:00.000,55940.875,1.49,2012,1,14,21,0,2012-01-14
194,2012-01-14T22:00:00.000,55940.916666666664,0.59,2012,1,14,22,0,2012-01-14
195,2012-01-14T23:00:00.000,55940.958333333336,0.09,2012,1,14,23,0,2012-01-14
196,2012-01-15T10:00:00.000,55941.416666666664,0.01,2012,1,15,10,0,2012-01-15
197,2012-01-15T11:00:00.000,55941.458333333336,0.39,2012,1,15,11,0,2012-01-15
198,2012-01-15T12:00:00.000,55941.5,1.94,2012,1,15,12,0,2012-01-15
199,2012-01-15T13:00:00.000,55941.541666666664,4.89,2012,1,15,13,0,2012-01-15
200,2012-01-15T14:00:00.000,55941.583333333336,8.68,2012,1,15,14,0,2012-01-15
201,2012-01-15T15:00:00.000,55941.625,12.57,2012,1,15,15,0,2012-01-15
202,2012-01-15T16:00:00.000,55941.666666666664,15.03,2012,1,15,16,0,2012-01-15
203,2012-01-15T17:00:00.000,55941.708333333336,9.67,2012,1,15,17,0,2012-01-15
204,2012-01-15T18:00:00.000,55941.75,4.56,2012,1,15,18,0,2012-01-15
205,2012-01-15T19:00:00.000,55941.791666666664,0.83,2012,1,15,19,0,2012-01-15
206,2012-01-15T20:00:00.000,55941.833333333336,0.59,2012,1,15,20,0,2012-01-15
207,2012-01-15T21:00:00.000,55941.875,2.5,2012,1,15,21,0,2012-01-15
208,2012-01-15T22:00:00.000,55941.916666666664,1.09,2012,1,15,22,0,2012-01-15
209,2012-01-15T23:00:00.000,55941.958333333336,0.1,2012,1,15,23,0,2012-01-15
210,2012-01-16T10:00:00.000,55942.416666666664,0.01,2012,1,16,10,0,2012-01-16
211,2012-01-16T11:00:00.000,55942.458333333336,0.38,2012,1,16,11,0,2012-01-16
212,2012-01-16T12:00:00.000,55942.5,1.89,2012,1,16,12,0,2012-01-16
213,2012-01-16T13:00:00.000,55942.541666666664,4.92,2012,1,16,13,0,2012-01-16
214,2012-01-16T14:00:00.000,55942.583333333336,8.82,2012,1,16,14,0,2012-01-16
215,2012-01-16T15:00:00.000,55942.625,12.67,2012,1,16,15,0,2012-01-16
216,2012-01-16T16:00:00.000,55942.666666666664,15.03,2012,1,16,16,0,2012-01-16
217,2012-01-16T17:00:00.000,55942.708333333336,15.77,2012,1,16,17,0,2012-01-16
218,2012-01-16T18:00:00.000,55942.75,10.12,2012,1,16,18,0,2012-01-16
219,2012-01-16T19:00:00.000,55942.791666666664,4.36,2012,1,16,19,0,2012-01-16
220,2012-01-16T20:00:00.000,55942.833333333336,2.57,2012,1,16,20,0,2012-01-16
221,2012-01-16T21:00:00.000,55942.875,1.63,2012,1,16,21,0,2012-01-16
222,2012-01-16T22:00:00.000,55942.916666666664,0.89,2012,1,16,22,0,2012-01-16
223,2012-01-16T23:00:00.000,55942.958333333336,0.16,2012,1,16,23,0,2012-01-16
224,2012-01-17T10:00:00.000,55943.416666666664,0.01,2012,1,17,10,0,2012-01-17
225,2012-01-17T11:00:00.000,55943.458333333336,0.37,2012,1,17,11,0,2012-01-17
226,2012-01-17T12:00:00.000,55943.5,1.85,2012,1,17,12,0,2012-01-17
227,2012-01-17T13:00:00.000,55943.541666666664,4.92,2012,1,17,13,0,2012-01-17
228,2012-01-17T14:00:00.000,55943.583333333336,8.9,2012,1,17,14,0,2012-01-17
229,2012-01-17T15:00:00.000,55943.625,12.67,2012,1,17,15,0,2012-01-17
230,2012-01-17T16:00:00.000,55943.666666666664,15.2,2012,1,17,16,0,2012-01-17
231,2012-01-17T17:00:00.000,55943.708333333336,15.74,2012,1,17,17,0,2012-01-17
232,2012-01-17T18:00:00.000,55943.75,14.06,2012,1,17,18,0,2012-01-17
233,2012-01-17T19:00:00.000,55943.791666666664,11.25,2012,1,17,19,0,2012-01-17
234,2012-01-17T20:00:00.000,55943.833333333336,7.42,2012,1,17,20,0,2012-01-17
235,2012-01-17T21:00:00.000,55943.875,3.84,2012,1,17,21,0,2012-01-17
236,2012-01-17T22:00:00.000,55943.916666666664,1.36,2012,1,17,22,0,2012-01-17
237,2012-01-17T23:00:00.000,55943.958333333336,0.22,2012,1,17,23,0,2012-01-17
238,2012-01-18T10:00:00.000,55944.416666666664,0.01,2012,1,18,10,0,2012-01-18
239,2012-01-18T11:00:00.000,55944.458333333336,0.36,2012,1,18,11,0,2012-01-18
240,2012-01-18T12:00:00.000,55944.5,1.87,2012,1,18,12,0,2012-01-18
241,2012-01-18T13:00:00.000,55944.541666666664,4.87,2012,1,18,13,0,2012-01-18
242,2012-01-18T14:00:00.000,55944.583333333336,8.78,2012,1,18,14,0,2012-01-18
243,2012-01-18T15:00:00.000,55944.625,12.55,2012,1,18,15,0,2012-01-18
244,2012-01-18T16:00:00.000,55944.666666666664,15.05,2012,1,18,16,0,2012-01-18
245,2012-01-18T17:00:00.000,55944.708333333336,15.34,2012,1,18,17,0,2012-01-18
246,2012-01-18T18:00:00.000,55944.75,12.9,2012,1,18,18,0,2012-01-18
247,2012-01-18T19:00:00.000,55944.791666666664,10.22,2012,1,18,19,0,2012-01-18
248,2012-01-18T20:00:00.000,55944.833333333336,7.0,2012,1,18,20,0,2012-01-18
249,2012-01-18T21:00:00.000,55944.875,3.74,2012,1,18,21,0,2012-01-18
250,2012-01-18T22:00:00.000,55944.916666666664,1.17,2012,1,18,22,0,2012-01-18
251,2012-01-18T23:00:00.000,55944.958333333336,0.22,2012,1,18,23,0,2012-01-18
252,2012-01-19T10:00:00.000,55945.416666666664,0.01,2012,1,19,10,0,2012-01-19
253,2012-01-19T11:00:00.000,55945.458333333336,0.33,2012,1,19,11,0,2012-01-19
254,2012-01-19T12:00:00.000,55945.5,1.75,2012,1,19,12,0,2012-01-19
255,2012-01-19T13:00:00.000,55945.541666666664,4.69,2012,1,19,13,0,2012-01-19
256,2012-01-19T14:00:00.000,55945.583333333336,8.51,2012,1,19,14,0,2012-01-19
257,2012-01-19T15:00:00.000,55945.625,12.24,2012,1,19,15,0,2012-01-19
258,2012-01-19T16:00:00.000,55945.666666666664,14.76,2012,1,19,16,0,2012-01-19
259,2012-01-19T17:00:00.000,55945.708333333336,15.3,2012,1,19,17,0,2012-01-19
260,2012-01-19T18:00:00.000,55945.75,13.88,2012,1,19,18,0,2012-01-19
261,2012-01-19T19:00:00.000,55945.791666666664,10.53,2012,1,19,19,0,2012-01-19
262,2012-01-19T20:00:00.000,55945.833333333336,6.78,2012,1,19,20,0,2012-01-19
263,2012-01-19T21:00:00.000,55945.875,3.16,2012,1,19,21,0,2012-01-19
264,2012-01-19T22:00:00.000,55945.916666666664,1.31,2012,1,19,22,0,2012-01-19
265,2012-01-19T23:00:00.000,55945.958333333336,0.21,2012,1,19,23,0,2012-01-19
266,2012-01-20T10:00:00.000,55946.416666666664,0.0,2012,1,20,10,0,2012-01-20
267,2012-01-20T11:00:00.000,55946.458333333336,0.33,2012,1,20,11,0,2012-01-20
268,2012-01-20T12:00:00.000,55946.5,1.74,2012,1,20,12,0,2012-01-20
269,2012-01-20T13:00:00.000,55946.541666666664,4.66,2012,1,20,13,0,2012-01-20
270,2012-01-20T14:00:00.000,55946.583333333336,8.45,2012,1,20,14,0,2012-01-20
271,2012-01-20T15:00:00.000,55946.625,12.08,2012,1,20,15,0,2012-01-20
272,2012-01-20T16:00:00.000,55946.666666666664,14.7,2012,1,20,16,0,2012-01-20
273,2012-01-20T17:00:00.000,55946.708333333336,15.16,2012,1,20,17,0,2012-01-20
274,2012-01-20T18:00:00.000,55946.75,6.12,2012,1,20,18,0,2012-01-20
275,2012-01-20T19:00:00.000,55946.791666666664,2.26,2012,1,20,19,0,2012-01-20
276,2012-01-20T20:00:00.000,55946.833333333336,2.28,2012,1,20,20,0,2012-01-20
277,2012-01-20T21:00:00.000,55946.875,1.1,2012,1,20,21,0,2012-01-20
278,2012-01-20T22:00:00.000,55946.916666666664,0.84,2012,1,20,22,0,2012-01-20
279,2012-01-20T23:00:00.000,55946.958333333336,0.21,2012,1,20,23,0,2012-01-20
280,2012-01-21T10:00:00.000,55947.416666666664,0.0,2012,1,21,10,0,2012-01-21
281,2012-01-21T11:00:00.000,55947.458333333336,0.33,2012,1,21,11,0,2012-01-21
282,2012-01-21T12:00:00.000,55947.5,1.75,2012,1,21,12,0,2012-01-21
283,2012-01-21T13:00:00.000,55947.541666666664,4.71,2012,1,21,13,0,2012-01-21
284,2012-01-21T14:00:00.000,55947.583333333336,8.67,2012,1,21,14,0,2012-01-21
285,2012-01-21T15:00:00.000,55947.625,12.45,2012,1,21,15,0,2012-01-21
286,2012-01-21T16:00:00.000,55947.666666666664,15.13,2012,1,21,16,0,2012-01-21
287,2012-01-21T17:00:00.000,55947.708333333336,15.91,2012,1,21,17,0,2012-01-21
288,2012-01-21T18:00:00.000,55947.75,7.18,2012,1,21,18,0,2012-01-21
289,2012-01-21T19:00:00.000,55947.791666666664,5.11,2012,1,21,19,0,2012-01-21
290,2012-01-21T20:00:00.000,55947.833333333336,3.8,2012,1,21,20,0,2012-01-21
291,2012-01-21T21:00:00.000,55947.875,2.72,2012,1,21,21,0,2012-01-21
292,2012-01-21T22:00:00.000,55947.916666666664,1.36,2012,1,21,22,0,2012-01-21
293,2012-01-21T23:00:00.000,55947.958333333336,0.22,2012,1,21,23,0,2012-01-21
294,2012-01-22T10:00:00.000,55948.416666666664,0.0,2012,1,22,10,0,2012-01-22
295,2012-01-22T11:00:00.000,55948.458333333336,0.32,2012,1,22,11,0,2012-01-22
296,2012-01-22T12:00:00.000,55948.5,1.76,2012,1,22,12,0,2012-01-22
297,2012-01-22T13:00:00.000,55948.541666666664,4.77,2012,1,22,13,0,2012-01-22
298,2012-01-22T14:00:00.000,55948.583333333336,8.75,2012,1,22,14,0,2012-01-22
299,2012-01-22T15:00:00.000,55948.625,12.55,2012,1,22,15,0,2012-01-22
300,2012-01-22T16:00:00.000,55948.666666666664,15.13,2012,1,22,16,0,2012-01-22
301,2012-01-22T17:00:00.000,55948.708333333336,12.63,2012,1,22,17,0,2012-01-22
